Review
kurang banyak iklan nya
bisa memgulang film
liar berbisa
mantap
saya suka dgn apk nya sangat membantu apa lagi bisa menonton ulang sinetron kesayangan cuma yang saya tidak suka adalah terlalu banyak iklan yang mengganggu jadi tolong admin untuk bisa mengatur ulang iklan
"waw benar benar aplikasi yang mengagumkan, baru kali ini saya seperti membeli sampah, bahkan seperti nya jika saya benar benar membeli sampah itu lebih bagus dibanding kan beli untuk berlangganan di apk ini, wow. jadi saya sengaja berlangganan di apk ini agar tidak perlu menonton iklan dan loading gak jelas. ternyata lebih seru nonton iklan nya, kenapa? karena stlh berlangganan malah banyak buffering gak jelas apalagi saat lagi asik nonton malah ngefreeze gak jelas. apk yang keren untuk dihapus."
gagal menampilkan video iklan saat membuka drama mini series
"PENCURI, LANGGANAN OTOMATIS TANPA SEPENGETAHUAN PENGGUNA, TOLONG KEMBALIKAN UANG LANGGANAN NYA SEKARANG JUGAAAAAAAA!!!!!!!"
Bagus..👍
lemot
makasih vidio nya aku sekarang nya mandeh......😊😊😍
vidio nya gabisa diputar padahal udah berlangganan
udah beli paket platinum tapi nonton proliga tidak bisa ini gimana...?
tidak suka iklan
apk Vidio mantap..
kok gak kayak wetv sih.. kalo we tv bisa ntn tanpa bayar walaupun pake iklan jaahat bgt vidio harus bayar :(
aplikasinya sangat bagus
kenapa tidak bisa log in menggunakan no hp?
pokoe mantap
yg lebih bagus lagi aplikasi vidio karena sering berhenti sendiri
"tiap 3 menit iklan, iklan mulu pdhal dah langganan buat liat siaran ulang"
mau beli paket platinum bayar pake pulsa susah banget error trs
"ngga jelas, udah topup google play buat langganan sport, pas mode pembayarn eror mulu ngga jelas !!!!!"
"saya sudah mematikan langganan, tiba tiba shopeepay saya sudah terpotong"
"apk sangat bagus apalagi vidio""nya seperti open bo, asmara 2dunia bagus semua"
saya tidak melakukan pembelian kenapa saldo dana saya terpotong
mantap
kurang lengkap mahal lagi tolol
sportsnya kurang lengkap. tidak semua playoffs NBA ditampilkan.
masa paket saya di smart tv bisa di tonton di hp tidak??kenapa ya
oky
ok
aplikasinya kk sangat bagus dan bermanfaat kk semoga aplikasi nya kk lancar jaya dan selalu berkarya kk amin - amin ya robbal allah yak allah abis cerita alias abis cerito titik gg pakai koma 🤗 🔱 🤗 🔱 🤗 🔱 🤗
"abis beli premium malah muter"" mulu-_-"
tolong dong kenapa pas udah langganan malah gabisa kebuka videonya loading terus pdhal wifi lancar nnton ytb lncar
"Tolong benerin lagi series ""My Sassy Girl"" banyak yg error di beberapa episode nya, aku dah coba kirim email tapi kurang membantu jawabannya."
aplikasi nonton yg luar biasa
excelent
"good aplikasi nya , pilihan filmnya update ,, mantap"
bagus
sangat suka dan senang pokonya mh
bagus dan kualitas HD... bersih.. tapi maaf TV nasionalnya kurangblengkap kaya RCTI Global dll
"udah jelek video, selain harga mahal, iklannya banyak banget ...... ampunnnnn"
"terlalu sering iklan, iklannya ngelag pula"
langganan tiba-tiba aktif sendiri. hilang uang langganan 3 bulan. terima kasih vidio. dan tidak bisa refund.
MNCTV GAK ADA
"apk nya sih dah bagus ada tv live juga banyak anime dan film yang seru dan cocok untuk ditonton bersama keluarga, tapi kadang pas nonton film nya suka ngefressh ga jalan dan harus di ulang ."
baru bergabung
keren
𝙰𝙽𝚃𝚅 𝚗𝚢𝚊 𝚐𝚔 𝚊𝚍𝚊 😭
Ini kok tiba2 paket saya tidak bisa masuk sama sekali Padahal langganan buat 1 thn Kok klr2 sendiri dan ngk bisa masuk lagi Ada apa ini Padahal sudah berlangganan tetap lo ya
pilemnya bagus2
"macet """
bagus bngtt asli tapi boong baguss harga ny buat rakyat miskin apa apa bayarr rungkattt
bagus sekali.
jelek bgt uang di saldo kesedit uda 3x dalam sebulan padahal langganan uda dibayar nasi ada kesedot ga masuk akal bgt
selalu kebanyakan iklan aplikasi ini sangat buruk sekali
aplikasi yang berguna
tidak lengkap
saya kasi satu bintang aja soalnya mau nonton ngelek padahal jaringan aku bagus tpi pas nonton vidio kok ngelek yaa? tolong dong diperbaiki aplikasinya
gabisa streaming di laptop aneh
Mantap ni apk kalian wajib coba
"Aplikasi Ini sudah bagus tapi fitur menghapus riwayat tontonan ngga bisa di hapus alias ngga ada, jadi minta tolong fitur riwayat tontonan di di kasih. Klw sudah ada baru Saia kasih full bintang 🌟"
"Katanya bs nonton live boli voli korea, eh pas d byr langganan gak bs, admin tolong d jawab dong, jngn diem bae, kejadian sekali lg, baru beberapa hari yng lalu langganan lg satu bulan, pas hr ini buka, eh gak bs d buka katanya suruh beli lg, padahal kita langganan sampai tnggl 19 Mei, mana tanggapan respon cepat nya, aplikasinya sangat jelek"
"APLIKASI INI BAGUS SIH,CUMA KALAU BERLANGGANAN MESTI PERMISI DULU DONG KALAU ANDA MAU MENGAMBIL DANA KITA DONG,ITU NAMANYA JUGA MENCURI BOSKU.....PADAHAL SAYA SUDAH ADA PAKET MALAH DI DOBEL LAGI PAKETNYA....RUGI DONG SAYA.....KALAU BEGITU.....SEMOGA HABIS BULAN INI SAYA TIDAK BERLANGGANAN LAGI DENGAN APLIKASI INI.....BAHAYA SEENAKNYA SAJA LANGSUNG AMBIL DANA ORANG....MUSTI HARUS KONFIRMASI DULU DONG KE KITA...."
bagus sih cuma makin naik biayanya
baik
Bagus banget
oke lah
keren
ga langanan ga nyaman hahhah
"kalo gini terus, vidio akan ditinggalkan pelanggan. di paket liga primer ada tayangan fa cup tapi di paket la liga, copa del rey tidak ada. jangan lagi alasan ""mengikuti kebijakan pemilik program terkait hak siar""."
lumayan
ok
masukin series2 kaya Disini Ada Setan dong jangan series wp2 mulu
filem nya pada bagus😍
"kenapa tidak bisa beli paket ya punya saya,mohon bantuannya"
"makin kesini makin bobrok, buka aplikasi iklan, lagi nnton tv iklan, mau pindah chanel iklan"
keren
"flim cuma beberapa menit ada iklannya,niat buat apk apa ngk, iklan yang banyak ga niat buat apk ya"
aplikasi gk bisa di Download
"iklan meresahkan, grgr iklan TV gw jadi LEMOT.. KURANGIN LAH"
"Kualitas gambar buruk, pakai tv 42 inch kualiatsh high, masih pecah-pecah gambarnya, koneksi internet stabil."
"Ntn video malah lag apaan,, padahal sinyal bagus"
cukup menghibur
cuma sayang harus bayar
aplikasi yg sering sy gunakan utk menonton acara kesukaaan sy terutama klo lg diperjalanan
beh mantap iklannya 😅
mantap bagus banget sama aplikasi nya aku kasih bintang lima
"lebih baik nonton di tv nya ketimbang pake aplikasi nya kebanyakan iklan nya yang kita nonton ini iklan bukan film, aplikasi ini niat buat nonton film apa buat nonton iklan kalo di itung itung iklannya bisa sampe 50/70 tolong di perbaiki ya"
baguss tapi harus bayar
minn kok sekarang kalo streaming bolas jadi gak baguss tayangannya pecah² kadang nge blank
"aku rate 10000 bagus bagt dan cocok bagt untuk nonton siaran langsung dan drama lain nya di tv ku gk ada siaran gk lengkap tinggal nonton sini, deh hee semangat terus pembuat apliaksih nya makasih sudah buat kita semuaa yang gk punyak tv bisa nonton juga"
Apk nyah komplit banget
"setelah ganti hape, kenapa nda bisa lagi nonton sepak bola dan bola volley di vidio tanpa ngelag, padahal ini hape baru loh keluaran 2025"
saya lumayan suka
"paket baru aktif kmrin tanggal 27 April, tiba² hilang gak aktif lagi huhhh"
banyak tayangnya
aplikasinya sangat bagus
mantap
"bisa nonton SCTV secara langsung dengan kualitas terbaik sama dengan gratis, saran dari aku jngn kebanyakan iklan di aplikasi nya kan udh ada iklan di SCTV nya juga masa harus nonton iklan kalau mau percepat episode"
lamabat
puas 🤙🏻🤙🏻🤙🏻
sangat sangat puas dan bagus ini aplikasi sangat simple untuk melihat acara tv
beli paket tapi nonton sulit suara lancar layar kaya tv rusak di bandingin sama Netflix kalah jauuuh
Gak bisa di download di windows kah Bg?? pdhl lebih seru kalau layar gde kyak di pc
isinya iklan doang
liga champions tidak tayang
bayar mahal buffering terus loading lama cape dwh
lumayan bagus
benar benar kecewa baru aja langganan pket premium krna suami mau nonton bola dan gp eh pas dibuka cuma muter doang. smpe brantem sama suami krna ini apk😭😭😭😭
"saya penonton Serie A sangat terganggu dengan bunyi intro saat mulai Serie A atao saat jeda, sangat keras dan mengagetkan, mohon segera di perbaiki vidio"
"tiap kali pembayaran, selalu error dan ada masalahnya :("
nonton pake wifi mau pun kuota dia tetap lelet/loading pas buka sosmed dan you tube jaringan nya aman2 sja di saat mau nonton di vidio kok mlh loading
"Pembelian Vidio Sports M - Platinum 1 Month (Vidio: Sports, Movies, Series),Rp43290 + PPn & Bea Jasa Rp5628 sukses,dikurangi dr pulsa/msk tagihan Anda padahal udah begini tapi malahan gagal aneh ga jelas udah 2x kepotong pulsa tetep aja gagal"
"Emang sih ambil paket langganan yg murah 30rb tapi Lag nya minta ampunnnnnnn, cuma masukan aja buat yg mau langganan Video drpd darah tinggi. Note buat Video, perbaiki kualitasnya brooo video loe lag nya minta ampun....... Sama tidak ada notifikasi meski kita sudah setting pasang notifikasi u acara yg akan kita tonton di SPOTV u siaran langsung, parah."
habisin data download lelet
Vidio akhir akhir ini sering sekali lemot kenapa ya berlangganan iya tapi kenapa lemot lemotttt
untuk tayangan langsung hanya tampil layar hitam penuh. Padahal program tayangan video on demand lain masih aman streaming berjalan.
"masa berlangganan belum habis, tapi dibilang sudah habis.. aneh ini videos"
"tayangan filmnya mandet, padahal udh berlangganan"
mau top up gk konek2...
assalamualaikum
Terima kasih. keluhan saya sebelum nya sudah solved.
bagus cm bayar daptar y pke uang klo nonton bola streaming 😆😆😆😁😁
gak seperti dulu voli bol suruh berlangganan
baik
"knpa saya ga pernah bisa setiap mau berlangganan paket streaming bola, padahal sy udah coba berkali-kali?? tolong dijawab disini aja."
loadingnya lama banget padahal jaringan bagus
"Awalnya saya pikir dengan beli Premier Gold, bisa nonton Premier League (EPL) seperti namanya. Tapi ternyata tidak ada EPL sama sekali di paket ini. Isinya malah lebih banyak ke Liga 1 Indonesia dan beberapa drama Asia. Ini sangat mengecewakan, karena saya berharap bisa menikmati tayangan EPL di sini. Harap Vidio lebih jelas dalam menjelaskan isi paket dan jangan bikin pengguna kecewa. Tolong untuk kedepannya bisa kasih nama yang lebih cocok buat paketnya 🙏"
sekarang banyak iklan
harus pakai paket
Good
good
paket terlalu mahal dan waktu aktifnya tidak jelas
"Mohon untuk bisa diberikan fitur hapus di ""Lanjutkan Nonton"". Thanks."
"nonton lewat tv polytron sering banget ngelag, iklan yg ga bsa di klik, tbtb mati, pdhal sinyal nya bagus, buat nnton app lain kayak vis*o*+ lancar jaya, ga jelas app vidio ini"
tidak bisa login dengan nomor telpon padahal sudah beli paket disitu
okk
macet gajelas
"sudah bayar, sudah berhasil, tapi gak bisa juga no ton byon madness.. disuruh beli paket lagi.. kacau"
Luar biasa
apk babi udah beli ga bisa nonton💀
"Parah,masa lagi nonton live stream bola tiba tiba layarnya jadi hitam. Padahal koneksi internet nya bagus malahan di pake buat nonton acara lain selain live stream lancar lancar aja"
iklan iklan iklan
good
"aplikasi tolol,udah di bayar gaa bisa nonton"
sudah bayar tapi saat mau nonton keterangannya belum punya paket
apk tolol ngaco
terlalu mahal.
malah gangguan
lag mulu
"kalo nnton live bola banyak ngelagnya, suara lancara tapi tidak sesuai sama tayangannya."
tidak ada rcti
susah buat streaming bola
"ga semua nya mau langganan disini , kalo mau sedot dana orang tuh ada laporan . gamau setiap bulan ke sedot disini tiba tiba ke sedot tanpa notifikasi ga logis ."
sangat membantu sekali
👎🏻
makasih apk vidiooo
"saya sudah top up saldo google play, tapi ga masuk, kecewa"
"terlalu banyak iklan muak banget iklan nya lama 3 kali tapi 2 menit semua,tolong dibenerin min jangan terlalu kasih banyak iklan"
"kita itu nonton olahraga bayar, klo sesi masih berlangsung, jangan dipotong iklan enduro"
"aplikasi gak guna,kenapa diciptakan yah"
"kenapa yg berbayar skrg ada iklannya tolong diperbaiki pelayanannya,terima kasih"
susah nonton aplikasi livestreaming proliga dan sepakbola
"gak bisa redem kode yg udah di beli, trus pembayaran lewat gopay gak bisa padahal saldo udah terpotong"
hapus
aplikasi sering eror langganan belum ada 1 bulan sudah bayar lagi kan rugi jika bisa di refund baru bintang lima min respon dong
sayaaa tidaa bisa mendownoaldnyaa
"saya kan beli paket yg 1 bulan tapi saya baru pake 2 minggu kok udh ga bisa nonton apa² lagi pas saya komplain ke customer service malah di suruh beli paket ulang hadeh ga jelas ga jelas tolong di benerin dong ni aplikasi udah kaya penipuan aja , bisa di balikin ga ni uang nya?"
"ada tulisan "" berlangganan otomatis "" yes/no. sya klik no malah sekarang berlangganan otomatis. asu asu"
kenapa tiba2 ga bisa apa2.. katanya periksa jaringan padahal jaringan aman2 aja..
tiap ganti episode selalu gak bisa dan layar jadi hitam
bagus
kebanyakan iklan
"kenapa ada iklan nya si nonton movie jadi mengganggu sekali,,ga Kya Netflix lancarr jaya"
recomended
dana nyya susah di ganti pdhl pen bayar lagi juga
puas banget bre🫰
parah lemot banget padahal Kouta banyak dan jaringan lancar
iklan tiap menit..lama pula iklannya
langganan 1 tahun malah busuk
udah langganan tp gak bisa putar liga 1
kecewa sih saya donglod kare ingin nonton tv cenel RCTI eh ternyata gag ada cenel RCTI aku hapus lagi aplikasinya deh😭
aplikasi ini sangat bagus ✨ itu tidak pernah membuat bosen
apa apa bayar nonton voli dalam negri aja bayar.malu maluin.voli luar negri nonton gratis
video aplikasi nonton film yang bagus..banyak rekomendasi film serta tayangan olah raga favorit saya..pokoknya video bagus 👍
semangat ya buat videonya
bikin pusing saja durasinya cuma 5 menit kor gak full
cuman minta kode otp di kirim lewat sms saja tapi ribet sekali. katanya kode verifikasi dikirim ke wa/sms tapi di tunggu lewat sms tidak muncul sampai hampir 20 kali di coba. giliran minta bantuan pihak vidio nya malah ribet banget hampir 2 jam menunggu tanpa hasil sudah kirim apapun yang pihak vidio inginkan tapi permintaan saya tidak di penuhi
rcti
"parah isinya full iklan, ga banget gw uninstall"
bagus
one piece episodenya gak update alurnya berantakan lagi.. payaaaah
banyak pilihan bisa nonton film dimana saja nonton bola juga mantap banget
sangat bagus untuk saya yg suka bosan di rumahh sekarang ketika saya bosan saya langsung nontonnya di Vidio
Bagus 👍👍👍
knp sering gbs di puter si vid nya
"Tolong segera dibenahi bug aplikasi ini, masa iya sinyal kencang masih buffering juga videonya. Ditunggu² eh tau² kesalahan inilah itulah. Bikin gak nyaman nonton aja."
bagus filmnya ada yang gratis juga
skrg ga bisa bayar pake pulsa indosat ya
lope pokoknya
aplikasi ga Berguna mencari video mending bstasion
apa apaan sih ini biasanya bisa aja nonton tanpa beli ini itu... sekarang malah harus beli
"kenapa apk video saya tdk bisa di pake nonton dan lama banget loading nya, saya mohon di perbaiki ya kk🙏😔"
buruk
kenapa beli paket ga bisa pake pulsa
film aksi atau film seperti resident evil. anaconda DLL. terlalu sedikit itu-itu aja terus gada update film aksi lainnya. jadi aplikasi ini sangat kurang cocok bagi saya
Ya ini yang aq suka
download ini buat nonton byon madness doang jir
membingungkan kan buruk
cara beli paket video platinum di afk video pake koin itu gimana caranya percuma banyak koin tidak bisa di tukar
sangat membatu bagi yg tdk bisa live di tv
"saya udah beli paket tapi waktu saya nonton kenapa selalu ngelag, padahal jaringan saya bagus."
hmm Mayan sih tapi ya gitu lh
mantap
sangat bagus.... film nya jelas.....
langsung sampe trakir nonton nya
God job
mantap
🫂❤️
Good Jobs Vidio.. \
"sengaja telat klaim biar dpt ga bulan januari.. malah dikasih vidio platinum sesuai tanggal pembelian, pelit amat.. samsung aja klaim telat yah dihitung tanggal klaim. emang dasar nya pelit aja sudah platinum tetap lihat iklan per episode. Mskipun bntr tp ganggu, ganggu nya itu iklan burem, apa yg mau diliat pdhl tv pake jaringan ethernet speed 75mbps, . ngapain 39rb klo msih liat iklan burem.. bagian iklan juga penghematan sprti di Website ngapain."
"pilihan paketnya tidak jelas, bagi orang awam kayak saya bingung ini saya pakai video cuman buat nonton live streaming dan seriesnya aja g butuh yg live streaming mengenai sport kasih donk pilihan paketnya tanpa itu ini juga udah pasang paket masih aja keluar iklan"
Kalo nonton serial di vidio bisa nyesuaiin ma jadwal sendiri
"Min boleh izin reupload vidio min,semoga dibales ya Min🙏"
IKLAN GA NGOTAK
bagi aku suka
bagusssssssssss
kecewa tidak bisa digunakan untuk beli paket langganan platinum dengan gunakan pulsa telkomsel dan tiba-tiba berhasil terpotong pulsaku aneh aneh dan sudah aktif 1 bulan padahal rencana maunya 1 tahun
bintang 5.aplikasi sangat bagus.
"kenapa nge hank trus ya lagi pas lagi nonton, padahal mobile data lancar sama hp juga ga kentang2 amat.!!"
live serie a the best
isinya iklan semua mklum aplikasi tak laku..kalah sama netflix
bagus banget.. apalagi tayangan olahraganya
puas dengan vidio
"aplikasi t4ekk, udh donlod offline banyak tapi gabisa di putar"
ok
"kena prank, udah langganan ternyata episode one pieces ga lengkap"
nice apps overall
bagus
"baru nyoba ,, langsung kaya nya yakin bagus nih app,, bisa nonton tv,, tks"
banyak pilihan nonton dan lengkap
hope this app would be favorite
bentar bentar iklan.ngeselin ni app
sayang sekali paket kemahalan..
kok dak bisa login makai no hp
gua nyari film gak ketemu temu padahal judul nya udah bener hadeh
sangat bagus
jelas sekali
"layanan streaming lawak, udah ada paket langganan 1 tahun platinum dari bundle tv eh masih aja di susupin iklan dasar jembud"
good
harus berlangganan kalo mau nonton👎
kisah kisah yang menyenangkan didalamnya aku suka jadi aku kasih bintang lima👍
"TV saya sedang rusak, jadi saya nonton melalui "" VIDEO "" sebagai pengganti TV 👍"
sangat tidak bagus apk nya saya sudah premium masa nonton 5 episode langsung error saya sangat tidak puas dengan apk ini sangat penipuan
aku kasi bintang 1 soalnya aplikasi nya jelek banget banyak iklan nya tolong kedepan- nya iklan di kurangi soalnya ngak nyaman kalo nonton
iklan g ngotak
gk jelas harus bayar... bnyak iklan... gak kayak youtube go
"sudah berbayar pakai sponsor,,kadang tertipu oleh paket,,padahal sudah beli paket platinum disuruh bayar lagi,,saya sarankan jangan download apk ini,,"
"bangke padahal cumau beli 1 bulan, terus kenapa bulan depan nya langsung di potong saldo dana saya"
kenapa akun saya tidak bisa melakukan transaksi pembelian tiket online BYON MADNESS ???
aplikasi tidak baik tiba-tiba ngedebit gak jelas. nyeselllllll.pollllll
good (43)
sudah di email tapi tidak ada tanggapan. padahal sudah platinum TV Bundle masih saja ada iklan saat nonton film
kapann pertaruhan series3
TERLALU BANYAK IKLAN!!!!
nonton arisan selalu di acak padahal dah bayar iuran 10rb an.... dzalum ente
bagus
skrng upload vidio agz nya lama bngt
kenapa saat beli paket vidio platinum di my Telkomsel malah gak ada gambar yang muncul ? layar jadi hitam semua hanya bisa denger suaranya saja. padahal sebelumnya juga saya pernah hanya beli paket vidio platinum di my Telkomsel tapi bisa kok ada suara ada juga gambarnya sekarang kok jadi begini yah cuma bisa denger suaranya saja. ini sih namanya bukan nonton karna cuma bisa denger suaranya saja
"Banyak bug, menyebalkan. Padahal sinyal saya sudah bagus tetapi tetap saja video tidak jalan, saya merasa rugi, kalau bukan karena untuk menonton bola, apa boleh buat."
lumayan membantu
"Bagus, ok"
keren
bagus
b aja
mantap jaya makmur
kenapa pesan gagal terkirim di live chat? sakit hati admin vidio?
oke
setelah update semua malah ga bisa terbuka
baik
"menu cast dihilangkan, diaplikasi tv gak bisa nampilkan barcode, lah terus fungsi paket all screen buat apa ??, hp sama tv harus berbeda paket gitu ?? kocak.. sebelumnya bintang 5 sekarang bintang 1 aja, uninstall aplikasi, kecewa semenjak menu cast hilang diaplikasi"
beli paket harga 79K... tambah pajak jadi total 80k an... pas pembayaran saldo pulsa terpotong 101K
"saya udah berlangganan platinum nonton priemer 1thn kq bisa2nya disuruh beli lagi,, asuu tenan belum jg sebulan dari transaksi 1tahunnya"
paket saya masih aktif sampai bulan juni tp sudah tidak bisa buat buka aplikasi vidio malah dsuruh buat aktifin paket lagi padahal diketerangan paket saya untuk serie a dan f1 masih aktif
sangat puas dengan aplikasi vidio ini dan sudah lama menggunakannya sangat terhibur
Udah berlangganan tapi masih ga bisa buka yg mau di tonton
Bagus
aplikasi apaan keluar2 sendiri tiap nonton
heh tolol ngasih paket tuh yg murah² aja
✌💖💖💖🌏
kebanyakan iklan
kenapa jadi ada iklannya? padahal berlangganan platinum
apakah mu vs wolves berbayar?
bagus banget keren mantap lah sekalian nama saya Nia Rahmawati Saya suka permainan yang kayak gini bagus banget bintang semua deh pokoknya
aplikasinya bagus banget 🙏
kenapa sudah melakukan pembayaran paket tidak aktif
mohon bantuannya ya kak kok aku mau nonton mental trus ya terimakasih
sangat menghibur saat diperjalanan
gabisa login pakai no hp sampai detik ini
mantab
"tolong ini kenapa saya tidak bisa membeli PPV byon madnes, sudah pakai akun lain malah di suruh langganan lagi vidio platinum 1 bulan kan tolol!"
tolong bnget buat vidio jngn dihapus dubbing ny DRMA ny Lee Minho yg kerajaan & legenda laut biru min . kesel bngt npa dihapus seru loh asli Mlah dhpussin . balikin min 😭
Masih banyak terjadi permasalahan dalam aplikasi nya
"......, gak bisa berkata"" jujur aplikasi ini bagus bngettt"
"sejauh ini udah bagus. tapi tolong buat next kalau misalnya udah ngeblock user/akun, bikin mereka ga keliatan lagi di kita. kadang suka kesel liat komenan mereka, makannya saya block"
haaa mantap
lumayan
"vidio tidak bisa ditonton kayak ke pause padahal udah saya pencet"" tpi tidak mau berjalan pdahal internet saya juga lancar"
kenapa kalau nonton film yg udah di nonton mau di lanjut GK bisa2 nonton iklan lagi berapa coba baru bisa
udah berlangganan yang platinum 1 tahun eh tetep aja kalo mau nonton harus beli paket lain yang 1 bulan
Puas
aku dulu berlangganan. dan masih aktif sampai tgl 11 mei 2025. tapi tidak bisa menonton. sedangkan mau berhenti berlangganan tidak bisa.
aplikasinya udah hd dan jernih dan lengkap tetapi harus baya dan kalo bisa di gratis kan agar lebih bagus
"knpa skrg susah Mau bayar premium di aplikasi ini, BLN lalu sy byr pke pulsa Telkomsel tp skrg malah ga tersedia pembayaran dr Telkomsel nya."
dulu pulsa atau saldo lainya gak pernah terpotong sama sekali . semnjak ada sistem berlangganan jadi otomatis kepotong . padahal maunya beli paket 1x saja di saat ada tayangan olahraga saja . eh tau² nya kepotong tiap bulan secara otomatis paling jelek sdh kalau begitu sistem nya 👎🏻👎🏻👎🏻👎🏻
"Di Samsung TV (Tizen OS) hanya iklan yang berjalan lancar. Setelah klik lewati iklan, tampilan jadi ngeblank dan tidak mau menayangkan TV. Kalau bisa menayangkan pun loadingnya sangat lama dan lemot padahal versi mobile nya lancar. Mohon diperbaiki, terima kasih."
Aplikasi ribeetttt!!! sudah bayar langganan tapi tidak bisa diputar.
"kok susah ya buat nonton ngelag"""
"jaringan bagus tapi putus"""
lengkap
saya tidak puas dengan aplikasi ini dikarenakan aplikasi ini memakai paket bayar dan saya tidak bisa menonton sepak bola atau yang lain lainya
mantap membantu mencari informasi
